Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
BDCQ.SED3RKA,2016.09,23126,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Nelson,Actual,,
BDCQ.SED3RKA,2016.12,23287,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Nelson,Actual,,
BDCQ.SED3RKA,2017.03,23434,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Nelson,Actual,,
BDCQ.SED3RKA,2017.06,24081,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Nelson,Actual,,
BDCQ.SED3RKA,2017.09,23965,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Nelson,Actual,,
BDCQ.SED3RKA,2017.12,23831,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Nelson,Actual,,
BDCQ.SED3RKA,2018.03,23596,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Nelson,Actual,,
BDCQ.SED3RKA,2018.06,23843,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Nelson,Actual,,
BDCQ.SED3RKA,2018.09,23513,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Nelson,Actual,,
BDCQ.SED3RKA,2018.12,23723,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Nelson,Actual,,
BDCQ.SED3RKA,2019.03,24059,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Nelson,Actual,,
BDCQ.SED3RKA,2019.06,24565,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Nelson,Actual,,
BDCQ.SED3RKA,2019.09,24201,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Nelson,Actual,,
BDCQ.SED3RKA,2019.12,24675,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Nelson,Actual,,
BDCQ.SED3RKA,2020.03,25001,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Nelson,Actual,,
BDCQ.SED3RKA,2020.06,24832,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Nelson,Actual,,
BDCQ.SED3RKA,2020.09,24563,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Nelson,Actual,,
BDCQ.SED3RKA,2020.12,25154,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Nelson,Actual,,
BDCQ.SED3RKA,2021.03,24525,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Nelson,Actual,,
BDCQ.SED3RKA,2021.06,24882,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Nelson,Actual,,
BDCQ.SED3RKA,2021.09,24976,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Nelson,Actual,,
BDCQ.SED3RLA,2011.06,18798,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Marlborough,Actual,,
BDCQ.SED3RLA,2011.09,19263,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Marlborough,Actual,,
BDCQ.SED3RLA,2011.12,18635,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Marlborough,Actual,,
BDCQ.SED3RLA,2012.03,18523,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Marlborough,Actual,,
BDCQ.SED3RLA,2012.06,18914,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Marlborough,Actual,,
BDCQ.SED3RLA,2012.09,18728,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Marlborough,Actual,,
BDCQ.SED3RLA,2012.12,18439,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Marlborough,Actual,,
BDCQ.SED3RLA,2013.03,18589,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Marlborough,Actual,,
BDCQ.SED3RLA,2013.06,19226,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Marlborough,Actual,,
BDCQ.SED3RLA,2013.09,19133,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Marlborough,Actual,,
BDCQ.SED3RLA,2013.12,19276,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Marlborough,Actual,,
BDCQ.SED3RLA,2014.03,19906,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Marlborough,Actual,,
BDCQ.SED3RLA,2014.06,19754,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Marlborough,Actual,,
BDCQ.SED3RLA,2014.09,19519,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Marlborough,Actual,,
BDCQ.SED3RLA,2014.12,19454,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Marlborough,Actual,,
BDCQ.SED3RLA,2015.03,19961,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Marlborough,Actual,,
BDCQ.SED3RLA,2015.06,20220,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Marlborough,Actual,,
BDCQ.SED3RLA,2015.09,19893,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Marlborough,Actual,,
BDCQ.SED3RLA,2015.12,20003,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Marlborough,Actual,,
BDCQ.SED3RLA,2016.03,20702,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Marlborough,Actual,,
BDCQ.SED3RLA,2016.06,20516,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Marlborough,Actual,,
BDCQ.SED3RLA,2016.09,20332,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Marlborough,Actual,,
BDCQ.SED3RLA,2016.12,20320,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Marlborough,Actual,,
BDCQ.SED3RLA,2017.03,20879,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Marlborough,Actual,,
BDCQ.SED3RLA,2017.06,20886,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Marlborough,Actual,,
BDCQ.SED3RLA,2017.09,20529,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Marlborough,Actual,,
BDCQ.SED3RLA,2017.12,20509,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Marlborough,Actual,,
BDCQ.SED3RLA,2018.03,21584,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Marlborough,Actual,,
BDCQ.SED3RLA,2018.06,21718,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Marlborough,Actual,,
BDCQ.SED3RLA,2018.09,21113,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Marlborough,Actual,,
BDCQ.SED3RLA,2018.12,21081,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Marlborough,Actual,,
BDCQ.SED3RLA,2019.03,21740,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Marlborough,Actual,,
BDCQ.SED3RLA,2019.06,21322,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Marlborough,Actual,,
BDCQ.SED3RLA,2019.09,20860,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Marlborough,Actual,,
BDCQ.SED3RLA,2019.12,21264,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Marlborough,Actual,,
BDCQ.SED3RLA,2020.03,21806,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Marlborough,Actual,,
BDCQ.SED3RLA,2020.06,21826,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Marlborough,Actual,,
BDCQ.SED3RLA,2020.09,21715,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Marlborough,Actual,,
BDCQ.SED3RLA,2020.12,21478,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Marlborough,Actual,,
BDCQ.SED3RLA,2021.03,21651,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Marlborough,Actual,,
BDCQ.SED3RLA,2021.06,21195,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Marlborough,Actual,,
BDCQ.SED3RLA,2021.09,21161,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Marlborough,Actual,,
BDCQ.SED3RMA,2011.06,13781,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),West Coast,Actual,,
BDCQ.SED3RMA,2011.09,13562,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),West Coast,Actual,,
BDCQ.SED3RMA,2011.12,14164,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),West Coast,Actual,,
BDCQ.SED3RMA,2012.03,13929,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),West Coast,Actual,,
BDCQ.SED3RMA,2012.06,13647,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),West Coast,Actual,,
BDCQ.SED3RMA,2012.09,13467,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),West Coast,Actual,,
BDCQ.SED3RMA,2012.12,13812,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),West Coast,Actual,,
BDCQ.SED3RMA,2013.03,13538,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),West Coast,Actual,,
BDCQ.SED3RMA,2013.06,13470,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),West Coast,Actual,,
BDCQ.SED3RMA,2013.09,13245,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),West Coast,Actual,,
BDCQ.SED3RMA,2013.12,13710,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),West Coast,Actual,,
BDCQ.SED3RMA,2014.03,13996,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),West Coast,Actual,,
BDCQ.SED3RMA,2014.06,13609,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),West Coast,Actual,,
BDCQ.SED3RMA,2014.09,13247,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),West Coast,Actual,,
BDCQ.SED3RMA,2014.12,13323,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),West Coast,Actual,,
BDCQ.SED3RMA,2015.03,13372,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),West Coast,Actual,,
BDCQ.SED3RMA,2015.06,12819,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),West Coast,Actual,,
BDCQ.SED3RMA,2015.09,12399,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),West Coast,Actual,,
BDCQ.SED3RMA,2015.12,12707,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),West Coast,Actual,,
BDCQ.SED3RMA,2016.03,12755,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),West Coast,Actual,,
BDCQ.SED3RMA,2016.06,12380,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),West Coast,Actual,,
BDCQ.SED3RMA,2016.09,12140,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),West Coast,Actual,,
BDCQ.SED3RMA,2016.12,12633,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),West Coast,Actual,,
BDCQ.SED3RMA,2017.03,12672,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),West Coast,Actual,,
BDCQ.SED3RMA,2017.06,12291,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),West Coast,Actual,,
BDCQ.SED3RMA,2017.09,11981,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),West Coast,Actual,,
BDCQ.SED3RMA,2017.12,12788,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),West Coast,Actual,,
BDCQ.SED3RMA,2018.03,12965,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),West Coast,Actual,,
BDCQ.SED3RMA,2018.06,12330,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),West Coast,Actual,,
BDCQ.SED3RMA,2018.09,12113,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),West Coast,Actual,,
BDCQ.SED3RMA,2018.12,12848,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),West Coast,Actual,,
BDCQ.SED3RMA,2019.03,12980,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),West Coast,Actual,,
BDCQ.SED3RMA,2019.06,12515,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),West Coast,Actual,,
BDCQ.SED3RMA,2019.09,12507,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),West Coast,Actual,,
BDCQ.SED3RMA,2019.12,13194,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),West Coast,Actual,,
BDCQ.SED3RMA,2020.03,13465,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),West Coast,Actual,,
BDCQ.SED3RMA,2020.06,12957,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),West Coast,Actual,,
BDCQ.SED3RMA,2020.09,12745,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),West Coast,Actual,,
BDCQ.SED3RMA,2020.12,12912,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),West Coast,Actual,,
BDCQ.SED3RMA,2021.03,13545,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),West Coast,Actual,,
BDCQ.SED3RMA,2021.06,12772,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),West Coast,Actual,,
BDCQ.SED3RMA,2021.09,12472,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),West Coast,Actual,,
BDCQ.SED3RNA,2011.06,227476,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Canterbury,Actual,,
BDCQ.SED3RNA,2011.09,227766,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Canterbury,Actual,,
BDCQ.SED3RNA,2011.12,232171,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Canterbury,Actual,,
BDCQ.SED3RNA,2012.03,230681,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Canterbury,Actual,,
BDCQ.SED3RNA,2012.06,232995,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Canterbury,Actual,,
BDCQ.SED3RNA,2012.09,233256,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Canterbury,Actual,,
BDCQ.SED3RNA,2012.12,239858,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Canterbury,Actual,,
BDCQ.SED3RNA,2013.03,237606,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Canterbury,Actual,,
BDCQ.SED3RNA,2013.06,243189,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Canterbury,Actual,,
BDCQ.SED3RNA,2013.09,243741,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Canterbury,Actual,,
BDCQ.SED3RNA,2013.12,249072,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Canterbury,Actual,,
BDCQ.SED3RNA,2014.03,247970,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Canterbury,Actual,,
BDCQ.SED3RNA,2014.06,252297,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Canterbury,Actual,,
BDCQ.SED3RNA,2014.09,252922,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Canterbury,Actual,,
BDCQ.SED3RNA,2014.12,259074,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Canterbury,Actual,,
BDCQ.SED3RNA,2015.03,256383,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Canterbury,Actual,,
BDCQ.SED3RNA,2015.06,259982,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Canterbury,Actual,,
BDCQ.SED3RNA,2015.09,259043,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Canterbury,Actual,,
BDCQ.SED3RNA,2015.12,263896,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Canterbury,Actual,,
BDCQ.SED3RNA,2016.03,260261,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Canterbury,Actual,,
BDCQ.SED3RNA,2016.06,263351,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Canterbury,Actual,,
BDCQ.SED3RNA,2016.09,263524,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Canterbury,Actual,,
BDCQ.SED3RNA,2016.12,268564,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Canterbury,Actual,,
BDCQ.SED3RNA,2017.03,266712,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Canterbury,Actual,,
BDCQ.SED3RNA,2017.06,271984,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Canterbury,Actual,,
BDCQ.SED3RNA,2017.09,270915,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Canterbury,Actual,,
BDCQ.SED3RNA,2017.12,275362,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Canterbury,Actual,,
BDCQ.SED3RNA,2018.03,273606,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Canterbury,Actual,,
BDCQ.SED3RNA,2018.06,274377,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Canterbury,Actual,,
BDCQ.SED3RNA,2018.09,271828,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Canterbury,Actual,,
BDCQ.SED3RNA,2018.12,278750,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Canterbury,Actual,,
BDCQ.SED3RNA,2019.03,276921,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Canterbury,Actual,,
BDCQ.SED3RNA,2019.06,276446,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Canterbury,Actual,,
BDCQ.SED3RNA,2019.09,278998,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Canterbury,Actual,,
BDCQ.SED3RNA,2019.12,285189,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Canterbury,Actual,,
BDCQ.SED3RNA,2020.03,282502,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Canterbury,Actual,,
BDCQ.SED3RNA,2020.06,279104,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Canterbury,Actual,,
BDCQ.SED3RNA,2020.09,273937,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Canterbury,Actual,,
BDCQ.SED3RNA,2020.12,276857,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Canterbury,Actual,,
BDCQ.SED3RNA,2021.03,279437,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Canterbury,Actual,,
BDCQ.SED3RNA,2021.06,279929,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Canterbury,Actual,,
BDCQ.SED3RNA,2021.09,283005,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Canterbury,Actual,,
BDCQ.SED3ROA,2011.06,85959,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Otago,Actual,,
BDCQ.SED3ROA,2011.09,86166,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Otago,Actual,,
BDCQ.SED3ROA,2011.12,86472,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Otago,Actual,,
BDCQ.SED3ROA,2012.03,87114,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Otago,Actual,,
BDCQ.SED3ROA,2012.06,86949,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Otago,Actual,,
BDCQ.SED3ROA,2012.09,86270,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Otago,Actual,,
BDCQ.SED3ROA,2012.12,87272,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Otago,Actual,,
BDCQ.SED3ROA,2013.03,87978,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Otago,Actual,,
BDCQ.SED3ROA,2013.06,88124,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Otago,Actual,,
BDCQ.SED3ROA,2013.09,88301,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Otago,Actual,,
BDCQ.SED3ROA,2013.12,88977,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Otago,Actual,,
BDCQ.SED3ROA,2014.03,90105,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Otago,Actual,,
BDCQ.SED3ROA,2014.06,89406,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Otago,Actual,,
BDCQ.SED3ROA,2014.09,89378,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Otago,Actual,,
BDCQ.SED3ROA,2014.12,91196,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Otago,Actual,,
BDCQ.SED3ROA,2015.03,94522,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Otago,Actual,,
BDCQ.SED3ROA,2015.06,93587,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Otago,Actual,,
BDCQ.SED3ROA,2015.09,93432,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Otago,Actual,,
BDCQ.SED3ROA,2015.12,93272,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Otago,Actual,,
BDCQ.SED3ROA,2016.03,98024,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Otago,Actual,,
BDCQ.SED3ROA,2016.06,97246,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Otago,Actual,,
BDCQ.SED3ROA,2016.09,95122,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Otago,Actual,,
BDCQ.SED3ROA,2016.12,96992,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Otago,Actual,,
BDCQ.SED3ROA,2017.03,98828,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Otago,Actual,,
BDCQ.SED3ROA,2017.06,99425,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Otago,Actual,,
BDCQ.SED3ROA,2017.09,99449,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Otago,Actual,,
BDCQ.SED3ROA,2017.12,101777,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Otago,Actual,,
BDCQ.SED3ROA,2018.03,103738,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Otago,Actual,,
BDCQ.SED3ROA,2018.06,103998,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Otago,Actual,,
BDCQ.SED3ROA,2018.09,103432,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Otago,Actual,,
BDCQ.SED3ROA,2018.12,106369,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Otago,Actual,,
BDCQ.SED3ROA,2019.03,105698,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Otago,Actual,,
BDCQ.SED3ROA,2019.06,106061,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Otago,Actual,,
BDCQ.SED3ROA,2019.09,105739,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Otago,Actual,,
BDCQ.SED3ROA,2019.12,108301,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Otago,Actual,,
BDCQ.SED3ROA,2020.03,110224,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Otago,Actual,,
BDCQ.SED3ROA,2020.06,104369,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Otago,Actual,,
BDCQ.SED3ROA,2020.09,102558,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Otago,Actual,,
BDCQ.SED3ROA,2020.12,103449,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Otago,Actual,,
BDCQ.SED3ROA,2021.03,107840,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Otago,Actual,,
BDCQ.SED3ROA,2021.06,104450,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Otago,Actual,,
BDCQ.SED3ROA,2021.09,104069,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Otago,Actual,,
BDCQ.SED3RPA,2011.06,41205,,F,Number,0,Business Data Collection - BDC,Region by employment variable,Filled jobs (workplace location based),Southland,Actual,,
